title,tags
基于MPU6050的微小型无人机AHRS设计研究,AHRS; MEMS; MPU6050; MUAV; 微小型无人机; 航姿参考系统
基于车路协同的车辆追尾预警系统的研究与实现,Cooperative vehicle infrastructure technology; Error compensation; Rear end collision warning; Safety distance model; 安全距离; 误差补偿; 车路协同; 追尾预警
基于Android平台的OCR识别技术研究与实现,Directional White Run-length; Native Development Kit; Optical Character Recognition; Text Image; 光学字符识别; 原生开发工具集; 文本图像; 方向白游程
基于内容的医学图像检索技术研究与应用,支持向量机; 基于内容的图像检索; Support Vector Machine; 灰度共生矩阵; SIFT; Content-based Image Retrieval; Gray Level Co-occurrence Matrix; WS-GLCM
Canny算子与形态学相融合的边缘检测算法研究与应用,边缘检测; edge detection; 融合; Canny operator; Canny算子; fusions; morphology; 形态学
基于Storm的流数据聚类挖掘算法的研究,聚类; Storm; cluster; 分布式; distributed; Mahalanobis Distance; stream data; 流数据; 马氏距离
基于细粒度监控的Spark优化研究,性能优化; Performance Monitoring; 性能监控; Performance Optimization; Spark; Execution Time Prediction; Resource Allocation Optimization; 执行时间预测; 资源分配优化
基于OpenStack云资源监控系统设计与实现,OpenStack; Ceilometer; Cloud resource monitoring; InfluxDB; Time series database; 云资源监控; 时间序列数据库
基于LM改进的RBF神经网络算法研究,人工神经网络; RBF神经网络; Artificial neural network; RBF neural network; Error correction algorithm; LM algorithm; LM算法; 误差校正算法
基于红外图像处理的变电站设备故障诊断,denoising; segmentation; fault detection; infrared image; substation; 分割; 去噪; 变电站; 故障检测; 红外图像
移动增强现实技术研究,社交网络; social network; Android platform; 安卓平台; 增强现实; 3D registration technology; Augmented reality; keyword extraction technology; 三维注册技术; 关键词提取技术
基于RFID的室内定位技术研究,博弈论; RFID; 定位; Constant Game; Constrained Space; Gradient; Localization; Strategy of Perception; 受限空间; 感知规则; 梯度
物联网网关异构协议中间件关键技术研究,generalization object factory; heterogeneous protocol middleware; IoT gateway; thread pool; 异构协议中间件; 泛化对象工厂; 物联网网关; 线程池
基于卷积神经网络的推荐算法,大数据; 卷积神经网络; 推荐系统; Convolution neural network; 推荐算法; Big data; Recommendation algorithm
PaaS云平台自动化部署和监控的设计与实现,自动化; Cloud Computing; 云计算; PaaS; Cloud Foundry; deployment; monitoring; 监控; 部署
压缩感知重构算法及其应用研究,图像去噪; 压缩感知; Compressed Sensing; Image De-noising; reconstruction algorithm; SAMP; Total Variation algorithm; 全变分算法; 稀疏自适应匹配追踪算法; 重构算法
基于AHP和BP的信息安全风险评估研究,particle swarm optimization; 粒子群优化; 层次分析法; analytic hierarchy process; information security risk assessment; principal component analysis neural networks; 主元神经网络; 信息安全风险评估
基于云平台的高并发WebGIS系统研究,性能; 负载均衡; WebGIS; 云平台; 高并发; Performance; 缓存; Load Balancing; Cache; Cloud Platform; Database Cluster; High Concurrency; 数据库集群; 网络地理信息系统
基于深度学习的文本情感分析,深度学习; 卷积神经网络; Convolutional Neural Network; Deep Learning; Text Sentiment Analysis; 文本情感分析; Recurrent Neural Network; 循环神经网络
基于显著性和LBP方法的车辆检测,车辆检测; Saliency; Adaboost classifier; Adaboost分类器; LBP; The Vehicle Detection; 显著性
个性化推荐系统关键技术研究,推荐系统; Social Network; Context; Recommender System; 上下文信息; Probabilistic Matrix Factorization; 概率矩阵分解; Social Recommendation; 社交关系网络; 社会化推荐
基于信息融合的医学图像阈值分割及评价方法研究,阈值分割; 医学图像; Fusion scheme; Intermal Generative Mechanism; Medical image; Objective evaluation; Thresholding segmentation; 内部生成机制; 客观评价; 融合策略
合成孔径雷达图像特征提取的方法研究,特征提取; 边缘检测; feature extraction; edge detection; straight line detection; synthetic aperture radar; unbiased localization; 合成孔径雷达图像; 定位无偏; 直线检测
云计算中基于任务特性和资源约束的调度方法研究,Task Classification; Cloud Computing; 云计算; 任务调度; 多目标优化; Energy; Entropy Optimization; Multi-objective Optimization; Resource Evaluation; Task Scheduling; 任务分类; 熵优化; 能耗; 资源评估
观点挖掘中评价对象抽取方法的研究,Opinion Mining; 观点挖掘; 评价对象抽取; Logic Programming; Opinion Target Extraction; Opinion Target Recommendation; Rule Selection; 规则选择; 评价对象推荐; 逻辑编程
面向可靠性的微服务系统自适应调整技术研究,微服务架构; large-grained service flow combination; microservice architecture; microservice system reliability; microservice vector reliability model; multi-community system reliability; probability model checking; reliability analysis; 可靠性分析; 多实例微服务系统可靠性; 多社区微服务系统可靠性模型; 大粒度服务流程组合; 微服务向量可靠性模型; 概率模型检验
若干集合覆盖问题的方法研究,Exact method; Heuristic method; The classical minimum set covering problem; The maximum set k-covering problem; The minimal set covering problem; The minimum weight set covering problem; 最大集合K覆盖问题; 最小加权集合覆盖问题; 启发式方法; 极小集合覆盖问题; 精确方法; 经典最小集合覆盖问题
基于深度学习和知识策略的蒙古文古籍识别研究,卷积神经网络; Convolution Neural Network; Error Correction; Historical Mongolian Document; Holistic Recognition; Knowledge-based Strat- egy; Segmenta- tion-based Recognition; 基于切分的单词识别; 整词识别; 知识策略; 蒙古文古籍; 错误校正
云环境下DDoS攻防体系及其关键技术研究,云计算; Cloud computing; Performance evaluation; 性能评估; DDoS attack defense; DDoS attacks; DDoS攻击; DDoS攻击防御
基于改进K-means聚类的推荐方法研究,推荐系统; 相似度; K-means; Similarity; K-means算法; Recommender System; 聚类中心; Cluster Center; Trust; 信任度
植物图像识别方法研究及实现,深度学习; 卷积神经网络; Convolutional Neural Network; 特征提取; 图像识别; Feature Extraction; Image Recognition; Deep Le-arning; Fine-grained Images; Medicinal Plant Image; 微差图像; 药用植物
基于卷积神经网络的行人重识别算法,深度学习; convolutional neural networks; deep learning; 卷积神经网络; metric learning; person re-identification; similarity match; 度量学习; 相似度度量; 行人重识别
基于K-Means的慕课用户行为分析研究,Model; 用户行为分析; User Behavior Analysis; Prediction; 预测模型; K-Means Feature Selection; K-Means特征选择; MOOC; 慕课
基于卷积—长短时记忆神经网络的时序信号多粒度分析处理方法研究,卷积神经网络; LSTM; convolutional neural network; brain motor imagery recognition; multi-granularity feature fusion; speeh emotion recognition; 多粒度特征融合; 脑运动想象识别; 语音情感识别
深度学习技术在中文人物关系抽取中的应用研究,深度学习; Deep learning; RNN; CNN; 注意力机制; Attention mechanism; Chinese personal Relation Extraction; Distant supervision; 中文人物关系抽取; 远程监督
复杂背景下证件识别技术的研究与实现,神经网络; 图像处理; Image processing; OCR; Documents recognition; Neural Network; 证件识别
基于词典与统计结合的中文分词方法研究及全文检索系统设计,中文分词; chinese word segmentation; full text retrieval; HMM Model; HMM模型; lucene; Lucene; Resource Library; 全文检索; 资源库
协同过滤算法的改进与应用研究,个性化推荐; 协同过滤; Collaborative Filtering; Personalized Recommendation; 数据稀疏; Item Category; Service Attributes; Sparse Data; 服务属性; 项目类别
基于深度学习的图像压缩方法研究,深度学习; deep learning; 卷积神经网络; Convolutional Neural Network; classification; 分类; Image compression; JPEG; 图像压缩
基于UDP的数据传输可靠性保障机制研究及应用,Reliability; 可靠性; Congestion control; D-ERUDP; Efficiency; UDP; 拥塞控制; 高效性
基于机器学习的SQL注入检测技术研究,机器学习; Machine learning; Grammatical analysis; Hierarchical threaten; Lexical analysis; SQL injection; SQL注入; 威胁分级; 词法分析; 语法分析
基于无人机遥感的水稻氮素营养诊断研究,Inversion model; Multispectral imaging; Nitrogen; Rice canopy; SPAD; 反演模型; 多光谱成像; 氮素; 水稻冠层
国产操作系统应用软件部署对策的探讨,Application im plementations; Native operating system; Software industry chain; 国产操作系统; 软件产业链; 软件部署
用户画像构建技术研究,机器学习; 深度学习; Deep Learning; User Profiling; 用户画像; Machine Learning; 新浪微博; Sina weibo; State Grid; 国家电网
K-means算法的改进及其在文本聚类中的应用研究,K-means Algorithm; Optimal Clustering Number; 最佳聚类数; 初始聚类中心; K-means算法; 文本聚类; Boundary sample; Clustering by Fast Search and Find of Density Peaks; Initial Clustering; Text Clustering; 快速密度峰值搜索算法; 边界样本
基于数值预报的空气质量预测模型的研究,Air quality prediction; dynamic weight update; integration correction; multi-mode; numerical prediction; 动态权重更新; 多模式; 数值预报; 空气质量预测; 集成修正
中文微博短文本主题挖掘方法研究与原型系统开发,微博短文本; 文本聚类; Text Clustering; Frequent Closed Item Sets; Micro-blogging Short Text; Subject Mining; Word of Co-occurrence; 主题挖掘; 词对共现; 频繁闭项集
制造业大数据分布式存储管理方法研究,分布式存储; Association; Distributed Storage; Manufacturing Big Data; Object Deputy Model; Storage Optimization; 关联关系; 制造业大数据; 存储优化; 对象代理模型
基于深度学习的复杂光照条件下人脸识别技术研究,卷积神经网络; 人脸识别; face recognition; convolutional neural network; batch normalization; complex illumination conditions; data augmentation; 复杂光照条件; 批规范化技术; 数据增强
分布式爬虫应用中布隆过滤器的研究,Hadoop; Bloom Filter; distributed web crawler; URL Filter; URL去重; 分布式网络爬虫; 布隆过滤器
新型协同过滤推荐算法研究,社交网络; 协同过滤; Collaborative filtering; 推荐算法; 标签; Social network; Item similarity learning; Label; Recommendation algorithm; 项目相似度学习
基于SDN的多路径负载均衡算法及流表分配优化算法研究,负载均衡; load balancing; data center network; flowtable; multi-path; SDN; 多路径; 数据中心网络; 流表
基于电子病历的深度神经网络预测模型研究与应用,数据挖掘; 自然语言处理; 深度神经网络; Data Mining; Natural Language Processing; 电子病历; Deep Neural Network; Electronic Health Records
基于CSI的室内指纹定位算法研究,室内定位; 指纹定位; Channel State Information; Fingerprint positioning; Indoor Positioning; Wireless Wi-Fi; 信道状态信息; 无线Wi-Fi
面向服务机器人的行人检测与跟踪,服务机器人; flood tracking model; layered particle filter; people detection and tracking; service robot; 分层粒子滤波; 洪泛滥跟踪模型; 行人检测与跟踪
基于URL模式的网页分类算法研究,URL pattern; URL模式; Web mining; Web page classification; Web挖掘; 网页分类
SDN中基于多维条件熵的DDoS攻击检测与防护研究,attack detection; attack prevention; distributed denial of service attack; multidimensional conditional entropy; Software defined network; 分布式拒绝服务攻击; 多维调件熵; 攻击检测; 攻击防护; 软件定义网络
基于iBeacon技术的室内定位系统的研究和实现,室内定位; Indoor location; iBeacon; Indoor navigation; RSSI; 室内导航
基于深度学习的图像分类算法研究,深度学习; deep learning; 卷积神经网络; image classification; 图像分类; convolutional neural network; 受限玻尔兹曼机; restricted Boltzmann machine; convolutional coding; 卷积编码
基于深度学习的人脸特征提取与匹配,深度学习; Deep Learning; 深度卷积神经网络; Deep Convolutional Neural Network; Facial Feature Extraction; Facial Feature Matching; Step-matching Algorithm; 人脸特征匹配; 人脸特征提取; 分步特征匹配算法
网络爬虫技术在云平台上的研究与实现,网络爬虫; distributed system; 云平台; 分布式; cloud platform; web crawler
聚类算法和卷积神经网络在文本情感分析中的应用研究,深度学习; 卷积神经网络; Deep learning; 文本分类; 情感分析; Sentiment analysis; Convolutional neural networks; Sentence classification; Sentiment intensity prediction; 情感强度预测
基于机器视觉的色差检测系统研究与设计,相似性度量; 图像处理; 机器视觉; Machine Vision; Image Processing; Color Difference Detection; Color Difference Formula; Similarity Measurement; 色差公式; 色差检测
基于MongoDB的数据存储与查询优化技术研究,MongoDB; Query; 查询; Bloom Filter; 布隆过滤器; Data Detection; 重复数据检测
分布式矢量瓦片生产与访问系统的设计与实现,Distributed Vector Slicing; Vector Map; Vector Tile; 分布式矢量切片; 矢量地图; 矢量瓦片
基于Spark的分类回归树算法并行性研究,数据挖掘; 决策树; Data Mining; Spark; 并行化; Parallelism; CART; Decision Tree; SPARK
基于Pareto支配的高维多目标进化算法研究,clustering; 聚类; 高维多目标优化问题; Constraint dominance; Evolutionary algorithm; Many-objective optimization problem; Pareto dominance; Pareto支配; 约束支配; 进化算法
基于学习路径图的习题推荐算法研究,推荐算法; knowledge point; learning path graph; question classification; recommendation algorithm; 习题分类; 学习路径图; 知识点
套牌车辆的车型识别与检索技术研究,Experience Threshold; Fake Plate Vehicles; SVM经验阈值; Vehicle Face; Vehicle Recognition; Vehicle Retrieval; 套牌车; 车型识别; 车脸; 车辆检索
云计算环境下实时日志分析系统的设计与实现,云计算; 数据可视化; cloud computing; data visualization; 故障预测; failure prediction; log data system; real time computing; 实时计算; 日志系统
面向评论文本基于情感分析的可信推荐模型研究,Feature extraction; sentiment analysis; 情感分析; 特征抽取; D-S evidence theory; D-S证据理论; credible recommendation; credit score; 信用评分; 可信推荐
基于Hadoop平台的并行数据挖掘算法研究,数据挖掘; Data Mining; Hadoop平台; Hadoop; HDFS; Classification and clustering algorithm; 分类聚类算法
全方位移动机器人控制系统研究与实现,定位; Control systems; Motion Planning; Omni-directional wheeled mobile Robot; Positioning; Tracking; 全方位移动机器人; 控制系统; 轨迹跟踪; 运动规划
电商系统中数据可视化技术研究,Canvas; Data Visualization; 电子商务; E-commerce; Spring MVC; 数据可视化技术
基于深度学习的分类算法研究及应用,深度学习; Deep Learning; 自适应; 参数优化; Parameter Optimization; Self-adaptive; Support Vector Data Description; 支持向量数据描述
基于ARM的伺服控制器研发,ARM; PMSM; SVPWM; vector control; 永磁同步电机; 矢量控制; 空间电压矢量脉宽调制
垂直搜索引擎中关键技术的研究,中文分词; Chinese word segmentation; Heritrix crawler; Heritrix爬虫; Lucene index; Lucene索引; Vertical search engine; 垂直搜索引擎
动态车辆路径问题建模与优化算法研究,ALNS; crowdsourced logistics; DVRP; GRASP; HS; MBO; Metaheuristic; 众包物流; 动态车辆路径问题; 启发式算法; 和声搜索算法; 帝王蝶优化算法; 自适应大邻域搜索算法; 贪婪随机自适应搜索算法
面向小样本的文本分类模型及算法研究,机器学习; Feature selection; 特征选择; Machine learning; 文本分类; Text categorization; Instance selection; Large/Small dataset; 大/小样本; 实例选择
无线传感器网络面向低功耗的MAC协议及跨层优化研究,无线传感器网络; wireless sensor network; cross-layer optimation; medium access control; multi-channel; route discovery; 介质访问控制协议; 多信道通信; 跨层优化; 路由发现
基于深度学习的人脸表情识别方法研究,深度学习; deep learning; feature learning; 卷积网络; confidence network; convolutional network; facial expression recognition; recurrent network; residual network; 循环网络; 残差网络; 置信网络; 表情识别
匿名网络追踪溯源关键技术研究,anonymous network; anonymous network traffic identification; network fingerprinting; network traceback; 匿名网络; 匿名网络流量识别; 网站指纹; 网络追踪溯源
基于上下文的目标检测研究,卷积神经网络; 目标检测; Convolutional neural network; Context; 上下文; Hough voting; Mixture of experts; Object detection; 混合专家; 霍夫投票
图像质量评价若干问题研究,图像质量评价; general Laplacian model; image quality assessment; perceptual grouping; pooling; 合并策略; 广义拉普拉斯模型; 感知分组
基于词表示和深度学习的生物医学关系抽取,深度学习; Deep Learning; Word Embedding; Drug Drug Interaction Extraction; Protein-Protein Interaction Extraction; 药物关系抽取; 蛋白质关系抽取; 词表示
内存计算框架性能优化关键技术研究,Spark; Cluster Performance; Efficiency Model; In-memory Computing; Resource Configuration; Shuffle Optimization; Shuffle优化; 内存计算; 效率模型; 资源配置; 集群性能
图像局部特征匹配性能增强研究,saliency; color space; entropy; Gaussian scale space; Image local feature extraction; image local image feature description; maximum entropy estimation; scale invariant feature; 最大熵估计; 图像局部特征描述; 图像局部特征提取; 尺度不变特征; 显著性分割; 熵; 颜色空间; 高斯尺度空间
高通量RNA-seq测序数据的基因表达水平分析研究,analysis pipeline; differential expression analysis; expression level estimation; gene expression analysis; RNA-seq technology; RNA-seq技术; 分析通道; 基因表达水平分析; 差异表达分析; 表达水平估计
求解车辆路径问题的蚁群优化算法研究及应用,蚁群优化算法; Vehicle Routing Problem; 车辆路径问题; Ant colony optimization algorithm; Grey model; Max-Min Ant System; The Ant-genetic fusion strategy; The climbing hill strategy with sidesteps; 侧步爬山策略; 最大最小蚂蚁系统; 灰色模型; 蚂蚁遗传融合策略
重力全张量梯度数据的并行反演算法研究及应用,并行计算; CUDA; MPI; OpenMP; 3D density inversion; Full tensor gravity gradiometry(FTG); Hybrid programming; Parallel computing; 三维密度反演; 混合编程; 重力全张量梯度数据(FTG)
基于二维Gabor滤波的虹膜特征表达及识别方法研究,特征提取; 特征融合; Feature Extraction; Energy-Orientation Feature; Feature Fusion; Histogram Transform; Iris Recognition; Local Texture Analysis; Multimodal Biometric; 区域纹理分析; 多模态生物特征识别; 直方图变换; 能量方向特征; 虹膜识别
基于置信规则库的网络安全态势感知技术研究,network security situation; 网络安全态势; 安全评估; belief rule base; evidential reasoning rule; hidden behavior prediction; security assessment; 置信规则库; 证据推理规则; 隐含行为预测
协同过滤推荐系统中的数据稀疏性及冷启动问题研究,冷启动问题; 协同过滤; 数据稀疏问题; Collaborative Filtering; Autoencoder; Cold-start Problem; Data Sparsity Problem; Probabilistic Matrix Factorization; 概率矩阵分解; 自编码器
人脸识别中人脸检测和特征提取算法的研究,卷积神经网络; 特征提取; 人脸识别; 特征选择; face recognition; feature selection; convolution neural network; face detection; 人脸检测; feature extraction; Gabor wavelet transform; Gabor小波变换
卷积神经网络权值初始化方法研究,卷积神经网络; principal component analysis; 主成分分析; convolutional neural network; convolutional filter; initialization; 初始化; 卷积核
基于神经网络的光伏功率短期预测方法的研究,BP neural network; BP神经网络; 小波神经网络; 灰色关联分析; 思维进化算法; Grey correlation analysis; Mind evolutionary algorithm; Photovoltaic power prediction; Similar day; Wavelet neural network; 光伏功率预测; 相似日
基于OPC UA技术的智慧农业的研究与应用,labview; Intelligent greenhouses; Labview; OPC UA; PLC; real time monitoring; 实时监控; 智能大棚
基于深度学习的属性抽取技术研究,词向量; Feature; 特征; Word Embedding; 属性抽取; 远程监督; Distant Supervision; Long and Short Term Memory; Multi-Instance and Multi-Label; Slot filling; 多实例多标签; 长短期记忆网络
基于单目摄像头的实时三维重建,三维重建; 3D Reconstruction; Fast Depth Recovery; Monocular; 单目; 快速深度恢复
基于领域知识图谱的个性化推荐方法研究,词向量; 图模型; 信息推荐; knowledge graph; 知识图谱; entity disambiguation; graphical model; information recommendation; word embedding; 实体消歧
基于特征描述的图像匹配技术研究,robustness; 鲁棒性; 图像匹配; Image matching; SIFT; Binary feature descriptors; Delaunay triangulation; Delaunay三角剖分; 二进制特征描述子
类别不平衡与代价敏感数据的集成分类方法研究,机器学习; Ensemble Learning; 集成学习; Machine Learning; Resampling; 重采样; Class-imbalance Learning; Cost-sensitive Learning; 代价敏感分类; 类别不平衡分类
极限学习机隐含层节点选择算法研究,机器学习; 人工神经网络; 正则化; Machine Learning; 增量学习; Artificial Neural Networks; Extreme Learning Machine; 极限学习机; Incremental Learning; Prunning Method; Regular-ization; 剪枝法
基于视频图像的森林火灾自动监测识别技术研究,特征提取; 图像识别; 支持向量机; SVM; feature extraction; forest fire; image identification; motion detection; 森林火灾; 运动检测
基于图像的非接触式人体测量算法的研究与实现,特征点提取; Anthropometric algorithm; circumference fitting; contour extraction; feature point extraction; Snake Model; 主动轮廓模型; 人体测量技术; 围度拟合; 轮廓提取
基于Redis的一致性分析与改进,NoSQL; Redis; Data Consistency; Master-Slave Data Synchronization; 主从数据同步; 数据一致性
高鲁棒性驾驶员疲劳检测方法研究,CNN; driver fatigue detection; driving fatigue; 疲劳检测; 驾驶疲劳
基于神经网络的中文命名实体识别研究,深度学习; Deep learning; 中文命名实体识别; Bi-directional long-short term memory (Bi-LSTM); Chinese named entity recognition; Segment-level Chinese named entity recognition; 双向长短期记忆模型; 片段级中文命名实体识别
基于网络日志的用户行为分析与研究,用户画像; 聚类算法; clustering algorithm; user behavior; 用户行为; recommendation model; session; user portrait; Web log; Web日志; 会话; 推荐模型
基于微服务化的Web后台系统架构优化及实现,Docker; Zookeeper; docker; flume; Flume; gradle; Gradle; micro service; servitization; shiro; Shiro; zookeeper; 微服务; 服务化
基于出租车轨迹数据挖掘的居民出行特征研究,轨迹数据挖掘; hot region extraction; land-use classification; taxi; trajectory data mining; trip feature; 出租车; 出行特征; 热门区域发现; 社会功能识别
基于GPU的深度学习算法并行化研究,深度学习; Deep Learning; CUDA; GPGPU; GPU通用计算; ReLu; Unrolling Convolution; 卷积展开
基于时空约束的城市热点区域与热点路径挖掘,Attractive Areas; Popular Routes; Spatiotemporal Pattern Discovery; Taxi Trajectory Data; Trajectory Clustering; 出租车轨迹数据; 时空移动模式挖掘; 热点区域; 热点路径; 轨迹聚类
基于卷积神经网络的12306验证码识别,卷积神经网络; 迁移学习; Convolutional Neural Network; Transfer Learning; 图像分类; Image Classification; Fine-tune
基于大数据的食品安全风险评估方法研究,大数据; BP neural network; BP神经网络; Big Data; Risk Assessment; 风险评估; Food Safety; ISODATA; 食品安全
高校学生日常行为异常检测的一种改进模糊聚类方法,相似度; 异常检测; Similarity; Anomaly Detection; Fuzzy C-mean; Students Behavior; 学生行为; 模糊C-均值
基于深度学习的非限定条件下人脸识别研究,人脸识别; 深度卷积神经网络; Face recognition; 3D face; data cleaning; deep convolution neural network; front image synthesis; 三维人脸; 数据清理; 正面图像合成
青铜器文物碎片虚拟拼接技术研究及几何特征提取,Curve matching; Extracting feature size; Pieces of bronze; Stitching in the threedimensional space; Stitching in the two-dimensional plane; 三维拼接; 二维拼接; 曲线匹配; 特征尺寸提取; 青铜器碎片
点云数据处理及规则曲面拟合,point cloud compression; points de-noising; ruled surface fitting; total least squares; 整体最小二乘; 点云压缩; 点云去噪; 规则曲面拟合
单幅雾天图像的去雾算法研究,atmospheric veil optimization; haze removal algorithm; the weight; transmission correction; weighted guided filter; 加权引导滤波; 图像去雾算法; 大气面纱优化; 天空; 权值; 透射率修正
一种新的基于无损失函数的深度卷积神经网络的图像特征提取方法,深度学习; 卷积神经网络; Convolutional Neural Network; Deep Learning; 图像识别; Image Recognition; Image Feature Extraction; MFANet; Stochastic Block-wise Histogram; 图像特征提取; 块级随机直方图化
基于改进的ActiveMQ的通信模型的设计和实现,ActiveMQ; Communication Model; JMS; Message Queue; Message Shard; 消息分区; 消息队列; 通信模型
基于改进卷积神经网络的交通标志牌识别算法研究,卷积神经网络; 支持向量机; Support Vector Machine; Convolution Neural Network; Traffic sign classification; Traffic sign detection; 标志牌分类; 标志牌检测
基于激光传感器室内机器人自主导航技术研究,obstacle avoidance; 避障; boundary feature corner; Indoor robots; laser radar; positioning method; 室内机器人; 激光传感器; 自定位; 边界特征角点
面向容器云平台的集群资源调度管理器的设计与实现,Cloud Computing; 云计算; 资源调度; 容器; Container; Max-Flow Optimization; Min-Cost; Resource Scheduling Management; 最小费用最大流
基于深度学习的聚类关键技术研究,深度学习; Deep Learning; 聚类; Clustering; Unsupervised Learning; 无监督学习; Deep Architecture; Feature Representation; 深度结构; 特征表示
基于深度学习的气象温度预测研究,支持向量机; 深度神经网络; Deep neural network; Atmospheric temperature prediction; Shallow neural network; Support vector machine; 气象温度预测; 浅度神经网络
基于HDFS的影像数据金字塔构建及存储技术研究,MapReduce; Hbase; pyramid; quad-tree coding; remote sensing image data; 四叉树编码; 遥感影像数据; 金字塔
并网型光伏发电短期功率预测的研究与应用,BP neural network; BP神经网络; Bootstrap method; Bootstrap方法; interval prediction; photovoltaic power generation; short-term power prediction; 光伏发电; 区间预测; 短期功率预测
基于HDFS的分布式存储系统的研究与实现,HDFS; 元数据管理; 分布式存储; consistency problem; distributed storage system; metadata management; replica synchronization; 一致性问题; 副本同步
基于情感词典拓展和词向量的中文情感分析技术的研究,自然语言处理; 情感词典; 词向量; sentiment analysis; 情感分析; sentiment lexicon; natural language processing; the word embedding
基于主题模型的关键词抽取算法研究,主题模型; LDA; topic model; keyphrases; semantic features; 语义特征
基于加权多特征融合和SVM的图像分类研究,图像分类; 支持向量机; Support Vector Machine; lmage classification; Low-level feature extraction; Multiple classifiers; Weighted multi-features Fusion; 低层特征提取; 加权多特征融合; 多分类器
基于Kinect的RGB-D数据对齐算法的研究,Kinect; Data Alignment; Depth image; Fast Marching Method; Joint Bilateral Filter; Markov Random Field; 快速行进法; 数据对齐; 深度图像; 联合双边滤波; 马尔科夫随机场模型
融合外部知识的中文命名实体识别研究及其医疗领域应用,LSTM; 条件随机场; 命名实体识别; conditional random fields; external knowledge; medical text processing; named entity recognition; 医疗领域文本处理; 外部知识
基于Hadoop的大数据存储关键技术研究,大数据; Hadoop; big data; storage architecture; storage technology; 存储技术; 存储架构
基于卷积神经网络的在线商品评论情感倾向性研究,卷积神经网络; Convolutional Neural Networks; Word Embedding; 词嵌入; Emotion Tendency Identification; Ensemble; Review Spam Detection; 垃圾评论识别; 情感倾向性分析; 模型集成
SCADA系统的Modbus/TCP协议安全研究,Modbus/TCP; deep detection; Industrial control systems; protocol isolation; 协议隔离; 工业控制系统; 深度检测
工业控制环境计算节点安全防护技术研究,Industrial Control System; industrial software; programmable logic controller; trust of worthiness; 可信度量; 可编程逻辑控制器; 工业控制; 工控软件
基于SDN技术的网络入侵阻断系统HYDRA的设计与实现,SDN; Intrusion Prevention; OpenFlow; Traffic data collection; 入侵防御; 流量采集
基于Hadoop的钻井工程实时数据分析研究,数据分析; 大数据; Big Data; Data Analysis; Distributed Computing Framework; Distributed Storage System; Drilling Engineering; 分布式存储系统; 分布式计算框架; 钻井工程
基于视频的室内老人摔倒检测研究,支持向量机; SVM; Kalman; multi-feature analysis; single Gaussian background modeling; the elderly fall; 单高斯背景建模; 卡尔曼滤波; 多特征分析; 老人摔倒
交通监控视频中的车辆检测技术研究,深度学习; Deep learning; 车辆检测; Faster R-CNN; Vehicle Detection; ViBe algorithm; Vibe算法
短文本分类研究,短文本相似度; category feature words; part of speech of the keyword; short text classification; short text similarity value; training set reconstructtion; 短文本分类; 类别特征词项; 训练集重构; 词性
基于灰度的图像配准技术研究,PSO algorithm; 图像配准; image registration; Powell algorithm; Powell算法; PSO算法; the reference image; the sensed image; 参考图像; 待配准图像
大数据营销理论及其在游戏运营中的应用,Big data marketing; Collaborative Filtering recommendation algorithm; Precision marketing; User portrait label analysis; 协同过滤推荐算法; 大数据营销; 用户画像标签; 精准营销
基于Spark的分布式ETL研究与应用,大数据; performance optimization; Spark; 性能调优; big data; distributed ETL; spark; transformation processing; 分布式ETL; 转换处理
大数据环境下动车组故障关联关系分析关键技术研究与实现,数据挖掘; 大数据; association rules; 关联规则; data mining; Hadoop; big data; Eclat algorithm; Eclat算法; EMU; 动车组
KVM虚拟机热迁移算法分析及优化,adaptive slowdown; KVM; live migration; locality of program; 热迁移; 程序局部性原理; 降低热度
人脸年龄估计算法的设计与实现,深度学习; 卷积神经网络; Deep learning; Convolutional neural network; Low-rank representation; 低秩表示; Age estimation; Block-diagonal; 块对角; 年龄估计
基于卷积神经网络的QR码定位算法研究,卷积神经网络; Convolutional Neural Network; 图像处理; 模式识别; Image Processing; 计算机视觉; Computer Vision; Pattern Recognition; QR Code Localization; QR码定位
基于AOP的应用性能管理框架的设计与实现,面向方面; AOP; APM; Framework; Monitoring; 应用监控; 性能管理; 编程框架
基于千兆网的高性能嵌入式图像处理技术研究,嵌入式系统; Embedded Systems; Gigabit Ethernet; GigE Vision; Image transmission; TMS320C6678; 千兆网; 图像传输
基于SNMP的网络管理系统设计与实现,condition monitoring; network management; SNMP; topology discovery; 拓扑发现; 状态监测; 网络管理
面向话题型微博的热点事件情感分析研究,情感词典; 情感分析; Sentiment Analysis; 评价对象抽取; Opinion Target Extraction; Hot Topic Microblog; Semantic Lexicon; 热点事件话题微博
基于支持向量机的海量文本分类并行化技术研究,parallel computing; 并行计算; 支持向量机; 文本分类; text classification; support vector machine; feature space; 特征空间
基于Spark的文本分类的研究,特征选择; 文本分类; feature selection; Naive Bayes; 朴素贝叶斯; Spark; 并行化; Text Categorization; parallel
基于云计算的交通流预测与状态识别关键技术研究,K-means; Hadoop; 交通流预测; FCM; K Nearest Neighbor Non-parametric Regression; K近邻非参数回归; Traffic Flow Forecasting; Traffic State Recognition; 交通状态识别
基于彩色视网膜图像的眼底病相关目标检测方法研究,color retinal image; fovea detection; fundus lesions detection; optic disc localization and segmentation; vessel segmentation; 中央凹检测; 彩色视网膜图像; 眼底病变检测; 视盘定位与分割; 血管分割
